指数,代码,持有期,起点,终点,XIRR,总投入,终值,交易
中证500,000905,5yr,2015-04-07,2020-04-07,4.36,105500,111323,126
中证500,000905,5yr,2018-10-07,2023-10-07,3.71,113500,78693,178
中证500,000905,5yr,2020-07-07,2025-07-07,3.37,76500,11041,149
中证500,000905,5yr,2017-10-07,2022-10-07,3.2,147500,161669,216
中证500,000905,5yr,2014-07-07,2019-07-07,3.1,81000,82827,86
中证500,000905,5yr,2020-04-07,2025-04-07,2.72,77500,16324,151
中证500,000905,5yr,2014-10-07,2019-10-07,2.3,92000,93841,99
中证500,000905,5yr,2020-01-07,2025-01-07,1.99,80500,25680,160
中证500,000905,5yr,2019-01-07,2024-01-07,1.16,95750,60408,172
中证500,000905,5yr,2019-10-07,2024-10-07,0.84,90000,54977,169
中证500,000905,5yr,2019-04-07,2024-04-07,0.41,91750,60490,172
中证500,000905,5yr,2019-07-07,2024-07-07,-3.11,85000,51265,169
中证500,000905,5yr,2014-01-07,2019-01-07,-22.29,65750,50903,107
中证500,000905,10yr,2010-07-07,2020-07-07,21.02,130500,168479,135
中证500,000905,10yr,2011-01-07,2021-01-07,16.46,133250,175428,146
中证500,000905,10yr,2010-10-07,2020-10-07,16.27,130500,165220,135
中证500,000905,10yr,2011-10-07,2021-10-07,14.84,151500,208022,183
中证500,000905,10yr,2012-01-07,2022-01-07,14.39,162000,224545,197
中证500,000905,10yr,2011-07-07,2021-07-07,13.75,142000,188083,171
中证500,000905,10yr,2011-04-07,2021-04-07,12.88,136250,173750,158
中证500,000905,10yr,2010-01-07,2020-01-07,12.18,120750,133988,115
中证500,000905,10yr,2016-07-07,2026-07-07,10.85,258500,131642,353
中证500,000905,10yr,2012-07-07,2022-07-07,7.53,190000,228274,222
中证500,000905,10yr,2012-04-07,2022-04-07,7.45,173000,206903,209
中证500,000905,10yr,2016-01-07,2026-01-07,7.4,258500,242214,347
中证500,000905,10yr,2016-04-07,2026-04-07,7.31,258500,119635,350
中证500,000905,10yr,2015-10-07,2025-10-07,6.83,258500,355942,345
中证500,000905,10yr,2013-04-07,2023-04-07,5.89,212500,252125,259
中证500,000905,10yr,2010-04-07,2020-04-07,5.17,127750,134959,127
中证500,000905,10yr,2013-01-07,2023-01-07,3.93,209500,232978,247
中证500,000905,10yr,2013-07-07,2023-07-07,3.13,215750,237828,272
中证500,000905,10yr,2012-10-07,2022-10-07,2.72,201000,215398,234
中证500,000905,10yr,2015-07-07,2025-07-07,2.18,258500,284917,345
中证500,000905,10yr,2013-10-07,2023-10-07,1.43,218750,229335,284
中证500,000905,10yr,2015-04-07,2025-04-07,0.74,257750,265955,342
中证500,000905,10yr,2014-10-07,2024-10-07,0.48,255750,260423,334
中证500,000905,10yr,2015-01-07,2025-01-07,0.35,256500,260169,337
中证500,000905,10yr,2014-04-07,2024-04-07,-0.19,234250,232667,309
中证500,000905,10yr,2014-01-07,2024-01-07,-0.42,223250,219989,297
中证500,000905,10yr,2014-07-07,2024-07-07,-3.01,239750,214154,322
