指数,代码,持有期,起点,终点,XIRR,总投入,终值,交易
中证500,000905,5yr,2018-07-07,2023-07-07,4.11,136500,156243,188
中证500,000905,5yr,2017-10-07,2022-10-07,3.14,152000,166268,216
中证500,000905,5yr,2014-07-07,2019-07-07,2.97,82500,84246,86
中证500,000905,5yr,2020-07-07,2025-07-07,2.76,78500,33767,145
中证500,000905,5yr,2018-10-07,2023-10-07,2.34,118500,127967,176
中证500,000905,5yr,2014-10-07,2019-10-07,2.13,94500,96206,99
中证500,000905,5yr,2020-04-07,2025-04-07,1.0,79250,49810,146
中证500,000905,5yr,2020-01-07,2025-01-07,0.61,82000,50568,156
中证500,000905,5yr,2019-01-07,2024-01-07,-0.82,100750,98129,170
中证500,000905,5yr,2019-10-07,2024-10-07,-0.94,92500,90567,166
中证500,000905,5yr,2019-04-07,2024-04-07,-1.37,97250,93495,170
中证500,000905,5yr,2019-07-07,2024-07-07,-5.69,90000,77010,167
中证500,000905,5yr,2014-01-07,2019-01-07,-16.81,65750,50559,104
中证500,000905,10yr,2010-07-07,2020-07-07,20.56,122000,156949,135
中证500,000905,10yr,2011-01-07,2021-01-07,16.16,124750,163616,146
中证500,000905,10yr,2010-10-07,2020-10-07,15.92,122000,153913,135
中证500,000905,10yr,2011-10-07,2021-10-07,14.62,146000,198326,183
中证500,000905,10yr,2012-01-07,2022-01-07,14.19,156000,214051,197
中证500,000905,10yr,2011-07-07,2021-07-07,13.53,134500,177036,171
中证500,000905,10yr,2011-04-07,2021-04-07,12.63,127750,162252,158
中证500,000905,10yr,2010-01-07,2020-01-07,11.44,109750,121544,115
中证500,000905,10yr,2016-07-07,2026-07-07,9.05,251500,140107,350
中证500,000905,10yr,2016-01-07,2026-01-07,7.6,251500,364852,345
中证500,000905,10yr,2016-04-07,2026-04-07,7.53,251500,180209,348
中证500,000905,10yr,2012-07-07,2022-07-07,7.28,184000,218885,222
中证500,000905,10yr,2012-04-07,2022-04-07,7.16,167000,197695,209
中证500,000905,10yr,2015-10-07,2025-10-07,6.7,251500,343145,345
中证500,000905,10yr,2013-04-07,2023-04-07,5.66,206500,242645,259
中证500,000905,10yr,2010-04-07,2020-04-07,4.79,118750,125037,127
中证500,000905,10yr,2013-01-07,2023-01-07,3.64,203500,224111,247
中证500,000905,10yr,2013-07-07,2023-07-07,2.87,209750,229005,272
中证500,000905,10yr,2012-10-07,2022-10-07,2.37,196000,207852,234
中证500,000905,10yr,2015-07-07,2025-07-07,1.99,251500,274673,345
中证500,000905,10yr,2013-10-07,2023-10-07,1.16,212750,220935,284
中证500,000905,10yr,2015-04-07,2025-04-07,0.53,250750,256366,342
中证500,000905,10yr,2014-10-07,2024-10-07,0.24,248750,250963,334
中证500,000905,10yr,2015-01-07,2025-01-07,0.13,249500,250744,337
中证500,000905,10yr,2014-04-07,2024-04-07,-0.44,229250,225720,309
中证500,000905,10yr,2014-01-07,2024-01-07,-0.7,217750,212596,297
中证500,000905,10yr,2014-07-07,2024-07-07,-3.31,235250,208362,322
